,spk,filename,stage,trigger start,trigger end,trigger score,SNR,NetSpeech,NetSpeechAccum,NoiseLevel,PlosiveRatio,SaturationRatio,SpeechRatio
1457,spk00033,RAW_SPK00033_M_P2199_L001_08_01_99_20180323_081630.wav,eval,1184,1952,0.99384087,29.77336502,970,970,51.88710403,0,0,62.98701477
1458,spk00033,RAW_SPK00033_M_P2199_L001_09_01_99_20180323_091044.wav,eval,400,1136,0.006219505,9.758376122,840,840,70.24228668,0,0,59.15493011
1459,spk00033,RAW_SPK00033_M_P2199_L001_10_01_99_20180323_220126.wav,eval,816,1632,0.006468831,20.70824432,860,860,51.65036774,9.058988571,0,54.08805084
1460,spk00033,RAW_SPK00033_M_P2199_L001_11_01_99_20180323_232449.wav,eval,256,1184,0.005223468,11.74223995,690,690,77.56645203,0,0,46.93877411
1461,spk00033,RAW_SPK00033_M_P2199_L001_12_01_99_20180324_005405.wav,eval,1376,2032,0.010225443,13.48583317,890,890,69.40476227,6.525537491,0,62.23776245
1462,spk00033,RAW_SPK00033_M_P2199_L001_13_01_99_20180324_005902.wav,eval,768,1504,0.003879751,14.09070873,910,910,59.16233063,0,0,60.26490021
1463,spk00033,RAW_SPK00033_M_P2199_L001_14_01_99_20180324_024154.wav,eval,784,1568,0.990228354,21.70618248,790,790,49.78118896,18.01829338,0,50.96774292
1464,spk00033,RAW_SPK00033_M_P2199_L001_15_01_99_20180324_024341.wav,eval,1040,1744,0.004043697,11.27002716,600,600,65.64212799,39.90079498,0,40.81632614
1465,spk00033,RAW_SPK00033_M_P2199_L001_16_01_99_20180324_024708.wav,eval,720,1104,0.003018796,29.43376541,710,710,49.52021408,6.292229652,0,61.73913193
1466,spk00034,RAW_SPK00034_F_P2115_L001_02_01_99_20180323_111723.wav,eval,656,1232,0.039517347,10.39849663,590,590,75.22858429,100,0,43.70370483
1467,spk00034,RAW_SPK00034_F_P2115_L001_03_01_99_20180323_160335.wav,eval,336,1024,0.986550105,25.35457611,1030,1030,59.89159012,5.565476418,0,78.62595367
1468,spk00034,RAW_SPK00034_F_P2115_L001_04_01_99_20180323_160444.wav,eval,0,704,0.005155504,24.97169113,780,780,58.74642944,24.328125,0,78.78787994
1469,spk00034,RAW_SPK00034_F_P2115_L001_05_01_99_20180323_160627.wav,eval,352,912,0.004062264,21.37068939,850,850,63.83482361,0,0,70.24793243
1470,spk00034,RAW_SPK00034_F_P2115_L001_06_01_99_20180323_160724.wav,eval,288,928,0.003066129,19.7846508,870,870,66.7612915,45.6882019,0,71.31147766
1471,spk00034,RAW_SPK00034_F_P2115_L001_07_01_99_20180323_194204.wav,eval,240,752,0.009169611,21.33654785,760,760,63.88952255,0,0,73.07691956
1472,spk00034,RAW_SPK00034_F_P2115_L001_08_01_99_20180323_194353.wav,eval,288,944,0.008770227,22.38047791,840,840,58.2228241,11.32902336,0,68.29268646
1473,spk00034,RAW_SPK00034_F_P2115_L001_09_01_99_20180323_194432.wav,eval,0,656,0.007844457,24.16842651,660,660,55.9711113,0,0,70.21276855
1474,spk00034,RAW_SPK00034_F_P2115_L001_10_01_99_20180323_194507.wav,eval,192,816,0.004275817,24.99495697,800,800,56.79236221,0,0,72.07207489
1475,spk00034,RAW_SPK00034_F_P2115_L001_11_01_99_20180323_194540.wav,eval,0,704,0.003147305,22.74009514,770,770,57.91519165,0,0,77.77777863
1476,spk00034,RAW_SPK00034_F_P2115_L001_12_01_99_20180324_141412.wav,eval,304,912,0.00478166,25.44086075,890,890,48.94455719,0,0,74.16666412
1477,spk00034,RAW_SPK00034_F_P2115_L001_13_01_99_20180324_141446.wav,eval,368,960,0.01265566,24.90006256,890,890,49.22167969,0,0,71.19999695
1478,spk00034,RAW_SPK00034_F_P2115_L001_14_01_99_20180324_141557.wav,eval,752,1344,0.007890286,27.6385498,960,960,54.03170395,0,0,70.58823395
1479,spk00034,RAW_SPK00034_F_P2115_L001_15_01_99_20180324_141636.wav,eval,320,896,0.006374083,24.82934761,860,860,50.94721985,0,0,72.26890564
1480,spk00034,RAW_SPK00034_F_P2115_L001_16_01_99_20180324_141705.wav,eval,304,896,0.005567734,27.62721062,830,830,50.24518967,0,0,69.74790192
1481,spk00034,RAW_SPK00034_F_P2115_L001_17_01_99_20180324_141750.wav,eval,0,880,0.003558176,24.10552406,850,850,51.19752502,0,0,72.64957428
1482,spk00034,RAW_SPK00034_F_P2199_L001_02_01_99_20180323_111749.wav,eval,640,1152,0.005552774,11.00188828,680,680,74.94871521,98.66963959,0,53.125
1483,spk00034,RAW_SPK00034_F_P2199_L001_03_01_99_20180323_160346.wav,eval,464,944,0.005010328,21.22415733,890,890,64.60198975,23.09722137,0,72.35772705
1484,spk00034,RAW_SPK00034_F_P2199_L001_04_01_99_20180323_160452.wav,eval,320,880,0.003349829,23.00543594,850,850,59.60044861,69.73011017,0,72.64957428
1485,spk00034,RAW_SPK00034_F_P2199_L001_05_01_99_20180323_160637.wav,eval,400,992,0.003278636,18.9794178,890,890,66.92256165,16.62774658,0,69.53125
1486,spk00034,RAW_SPK00034_F_P2199_L001_06_01_99_20180323_160735.wav,eval,0,720,0.003057158,16.75033188,720,720,67.56843567,47.36486435,0,71.28713226
1487,spk00034,RAW_SPK00034_F_P2199_L001_07_01_99_20180323_194214.wav,eval,0,752,0.018582975,24.18100929,730,730,59.29241562,30.17269707,0,69.52381134
1488,spk00034,RAW_SPK00034_F_P2199_L001_09_01_99_20180323_194438.wav,eval,0,912,0.00400021,20.17551041,640,640,61.07239914,0,0,53.78151321
1489,spk00034,RAW_SPK00034_F_P2199_L001_10_01_99_20180323_194513.wav,eval,208,800,0.009462026,26.19395065,840,840,54.71313858,0,0,76.36363983
1490,spk00034,RAW_SPK00034_F_P2199_L001_11_01_99_20180323_194547.wav,eval,480,1040,0.003579228,21.91563416,890,890,56.70742416,0,0,67.42424011
1491,spk00034,RAW_SPK00034_F_P2199_L001_12_01_99_20180324_141418.wav,eval,672,1344,0.006019151,25.01301384,830,830,51.03158951,0,0,57.63888931
1492,spk00034,RAW_SPK00034_F_P2199_L001_13_01_99_20180324_141522.wav,eval,0,816,0.003413315,22.50411987,610,610,50.48453903,0,0,54.95495605
1493,spk00034,RAW_SPK00034_F_P2199_L001_14_01_99_20180324_141605.wav,eval,256,880,0.018707503,27.85544395,890,890,49.77364349,0,0,76.06837463
1494,spk00034,RAW_SPK00034_F_P2199_L001_15_01_99_20180324_141642.wav,eval,448,1072,0.004772611,24.79822922,1000,1000,50.53310013,0,0,72.99269867
1495,spk00034,RAW_SPK00034_F_P2199_L001_16_01_99_20180324_141715.wav,eval,0,848,0.003177075,27.22802353,590,590,51.2462883,0,0,52.2123909
1496,spk00034,RAW_SPK00034_F_P2199_L001_17_01_99_20180324_141756.wav,eval,112,1040,0.003212649,28.67892838,830,830,50.47145081,0,0,62.87878799
1497,spk00035,RAW_SPK00035_M_P2115_L001_02_01_99_20180323_163254.wav,eval,336,928,0.010625075,40.84220886,600,600,45.50304794,40.09221268,0,49.58677673
1498,spk00035,RAW_SPK00035_M_P2115_L001_03_01_99_20180323_164026.wav,eval,0,864,0.003375133,31.52483559,890,890,55.95298004,93.2986145,0,77.39130402
1499,spk00035,RAW_SPK00035_M_P2115_L001_04_01_99_20180323_174735.wav,eval,880,1456,0.005739721,16.70854378,970,970,66.09333038,0,0,71.85185242
1500,spk00035,RAW_SPK00035_M_P2115_L001_05_01_99_20180323_185841.wav,eval,0,720,0.00855152,26.52036476,780,780,53.47592545,0,0,77.22772217
1501,spk00035,RAW_SPK00035_M_P2115_L001_06_01_99_20180324_071704.wav,eval,688,1200,0.008594664,16.44544792,570,570,66.24404144,67.29872894,0,44.53125
1502,spk00035,RAW_SPK00035_M_P2115_L001_07_01_99_20180324_072448.wav,eval,16,944,0.047732133,10.74445438,670,670,74.43675995,81.82971191,0,54.9180336
1503,spk00035,RAW_SPK00035_M_P2115_L001_08_01_99_20180324_073210.wav,eval,0,784,0.008743276,12.18192577,700,700,77.74015045,0,0,65.42056274
1504,spk00035,RAW_SPK00035_M_P2115_L001_09_01_99_20180324_073355.wav,eval,224,1152,0.015851825,10.05276871,760,760,74.89402008,33.18109131,0,53.1468544
1505,spk00035,RAW_SPK00035_M_P2115_L001_10_01_99_20180324_073640.wav,eval,112,1040,0.98551396,8.1378479,790,790,76.53569794,34.81481552,0,59.39849472
1506,spk00035,RAW_SPK00035_M_P2115_L001_12_01_99_20180324_085412.wav,eval,144,1072,0.014797459,9.477313995,900,900,76.65924835,4.737903118,0,66.1764679
1507,spk00035,RAW_SPK00035_M_P2115_L001_13_01_99_20180324_092753.wav,eval,480,1040,0.004772363,12.41495419,620,620,73.87506866,47.09960938,0,46.61654282
1508,spk00035,RAW_SPK00035_M_P2115_L001_14_01_99_20180324_102946.wav,eval,560,1120,0.012596135,11.28773022,680,680,76.90499878,48.0357132,0,51.12781906
1509,spk00035,RAW_SPK00035_M_P2115_L001_15_01_99_20180324_103106.wav,eval,272,1200,0.00517971,20.4036293,820,820,60.67809677,0,0,55.7823143
1510,spk00035,RAW_SPK00035_M_P2115_L001_16_01_99_20180324_103250.wav,eval,352,1056,0.013048977,36.8291893,710,710,45.50506973,48.61111069,0,52.98507309
1511,spk00035,RAW_SPK00035_M_P2199_L001_02_01_99_20180323_163344.wav,eval,304,912,0.008994053,39.87424469,800,800,45.00522614,9.641768456,0,66.11569977
1512,spk00035,RAW_SPK00035_M_P2199_L001_03_01_99_20180323_164035.wav,eval,0,656,0.017211371,29.1659317,700,700,60.09654236,88.62847137,0,73.68421173
1513,spk00035,RAW_SPK00035_M_P2199_L001_04_01_99_20180323_174833.wav,eval,448,928,0.87808115,16.6088829,1020,1020,66.18099976,0,0,83.60655975
1514,spk00035,RAW_SPK00035_M_P2199_L001_05_01_99_20180323_185901.wav,eval,384,1072,0.004927991,26.86540604,990,990,51.15380478,0,0,72.79412079
1515,spk00035,RAW_SPK00035_M_P2199_L001_06_01_99_20180324_071713.wav,eval,0,816,0.009628062,21.42848015,640,640,61.62958145,69,0,58.18181992
1516,spk00035,RAW_SPK00035_M_P2199_L001_07_01_99_20180324_072456.wav,eval,512,1152,0.003087235,10.76265526,630,630,75.99816132,42.41210938,0,44.68085098
1517,spk00035,RAW_SPK00035_M_P2199_L001_08_01_99_20180324_073230.wav,eval,480,1088,0.003690527,8.690355301,1040,1040,77.81672668,0,0,75.91240692
1518,spk00035,RAW_SPK00035_M_P2199_L001_09_01_99_20180324_073401.wav,eval,704,1296,0.005917291,10.46737957,820,820,71.72079468,23.71279716,0,60.29411697
1519,spk00035,RAW_SPK00035_M_P2199_L001_10_01_99_20180324_073647.wav,eval,0,928,0.005477747,10.30065918,770,770,77.26190186,17.50801277,0,63.11475372
1520,spk00035,RAW_SPK00035_M_P2199_L001_11_01_99_20180324_083328.wav,eval,656,1168,0.004924555,12.83821106,1030,1030,74.35054779,0,0,80.46875
1521,spk00035,RAW_SPK00035_M_P2199_L001_12_01_99_20180324_085424.wav,eval,256,1184,0.003816469,13.02666759,960,960,68.73032379,9.598214149,0,65.30612183
1522,spk00035,RAW_SPK00035_M_P2199_L001_13_01_99_20180324_092829.wav,eval,288,816,0.006673828,5.191216469,920,920,77.56296539,64.40859985,0,83.63636017
1523,spk00035,RAW_SPK00035_M_P2199_L001_14_01_99_20180324_102953.wav,eval,592,1024,0.003113082,8.707749367,770,770,76.75569916,57.97468185,0,64.16666412
1524,spk00035,RAW_SPK00035_M_P2199_L001_15_01_99_20180324_103119.wav,eval,0,784,0.017850735,16.66501427,580,580,63.76851654,0,0,54.20560837
1525,spk00035,RAW_SPK00035_M_P2199_L001_16_01_99_20180324_103312.wav,eval,272,976,0.005306388,40.28790665,840,840,42.5690918,44.15697861,0,66.66666412
1526,spk00036,RAW_SPK00036_M_P2115_L001_02_01_99_20180323_162034.wav,eval,944,1472,0.007064607,30.17445564,990,990,44.97598267,24.28308868,0,76.15384674
1527,spk00036,RAW_SPK00036_M_P2115_L001_03_01_99_20180324_083544.wav,eval,800,1200,0.009258542,26.78179932,900,900,48.16085434,13.46840668,0,76.92308044
1528,spk00036,RAW_SPK00036_M_P2115_L001_04_01_99_20180324_084324.wav,eval,16,944,0.004411632,18.63647842,770,770,62.60705566,5.65625,0,62.60162735
1529,spk00036,RAW_SPK00036_M_P2115_L001_05_01_99_20180324_090117.wav,eval,0,912,0.003216847,21.08989716,610,610,64.82099915,38.36309433,0,51.26050568
1530,spk00036,RAW_SPK00036_M_P2115_L001_06_01_99_20180324_091230.wav,eval,784,1216,0.003094992,20.69045448,760,760,67.12089539,0,0,63.33333206
1531,spk00036,RAW_SPK00036_M_P2115_L001_07_01_99_20180326_091447.wav,eval,960,1552,0.00354367,35.98281097,930,930,38.00309372,0,0,68.38235474
1532,spk00036,RAW_SPK00036_M_P2115_L001_08_01_99_20180326_091535.wav,eval,832,1376,0.004653851,38.95310211,860,860,38.45698166,0,0,65.64885712
1533,spk00036,RAW_SPK00036_M_P2115_L001_09_01_99_20180326_091633.wav,eval,224,1152,0.005099294,42.46020126,680,680,38.46141815,0,0,47.55244827
1534,spk00036,RAW_SPK00036_M_P2115_L001_10_01_99_20180326_091739.wav,eval,448,1024,0.011081618,42.17747879,910,910,39.3771286,0,0,68.93939209
1535,spk00036,RAW_SPK00036_M_P2115_L001_11_01_99_20180326_091904.wav,eval,64,992,0.003795083,30.83972168,740,740,50.47828674,0,0,57.8125
1536,spk00036,RAW_SPK00036_M_P2115_L001_12_01_99_20180326_093551.wav,eval,672,1248,0.011516009,39.69797516,800,800,39.48504639,0,0,59.25925827
1537,spk00036,RAW_SPK00036_M_P2115_L001_13_01_99_20180326_093703.wav,eval,0,816,0.00501383,43.65319061,590,590,37.11544037,0,0,53.63636398
1538,spk00036,RAW_SPK00036_M_P2115_L001_14_01_99_20180326_093825.wav,eval,0,816,0.003114445,36.27367401,660,660,41.19186401,0,0,60
1539,spk00036,RAW_SPK00036_M_P2115_L001_15_01_99_20180326_105213.wav,eval,0,928,0.005146688,18.58176994,950,950,50.82839203,62.44200897,0,78.51239777
1540,spk00036,RAW_SPK00036_M_P2115_L001_16_01_99_20180326_110654.wav,eval,80,1008,0.003286653,32.63497543,650,650,48.67220688,67.97574615,0,50.38759613
1541,spk00036,RAW_SPK00036_M_P2115_L001_17_01_99_20180326_111642.wav,eval,768,1168,0.01591875,18.91818237,970,970,58.53978348,27.46212196,0,82.90598297
1542,spk00036,RAW_SPK00036_M_P2199_L001_02_01_99_20180323_162102.wav,eval,1024,1568,0.006826092,29.3452282,1040,1040,43.02664185,64.45237732,0,79.38931274
1543,spk00036,RAW_SPK00036_M_P2199_L001_03_01_99_20180324_083558.wav,eval,1520,2160,0.013148388,29.58083153,850,850,47.02811432,20.20833397,0,60.28368759
1544,spk00036,RAW_SPK00036_M_P2199_L001_04_01_99_20180324_084330.wav,eval,672,1184,0.004490573,16.8125782,840,840,66.00269318,0,0,65.625
1545,spk00036,RAW_SPK00036_M_P2199_L001_05_01_99_20180324_090126.wav,eval,1056,1616,0.03045058,17.73558426,1000,1000,70.96337891,4.501202106,0,75.18797302
1546,spk00036,RAW_SPK00036_M_P2199_L001_06_01_99_20180324_091302.wav,eval,1072,1680,0.007675494,20.79084206,870,870,67.5393219,0,0,63.04347992
1547,spk00036,RAW_SPK00036_M_P2199_L001_07_01_99_20180326_091455.wav,eval,880,1456,0.004143606,37.97341919,950,950,38.27125549,0,0,70.37036896
1548,spk00036,RAW_SPK00036_M_P2199_L001_08_01_99_20180326_091554.wav,eval,864,1424,0.006810796,34.36031342,860,860,41.9716835,0,0,64.66165161
1549,spk00036,RAW_SPK00036_M_P2199_L001_09_01_99_20180326_091659.wav,eval,160,1088,0.004472557,42.45640182,560,560,38.42064667,0,0,40.57971191
1550,spk00036,RAW_SPK00036_M_P2199_L001_10_01_99_20180326_091754.wav,eval,80,1008,0.003104208,38.20597839,800,800,44.46242905,0,0,62.01550293
1551,spk00036,RAW_SPK00036_M_P2199_L001_11_01_99_20180326_091912.wav,eval,304,1232,0.003911958,29.83350182,790,790,50.00173187,3.688271523,0,52.31788254
1552,spk00036,RAW_SPK00036_M_P2199_L001_12_01_99_20180326_093601.wav,eval,144,1072,0.006464663,35.43995667,990,990,39.65749741,0,0,73.33333588
1553,spk00036,RAW_SPK00036_M_P2199_L001_13_01_99_20180326_093743.wav,eval,32,960,0.010164871,39.60467911,530,530,39.21170425,0,0,42.74193573
1554,spk00036,RAW_SPK00036_M_P2199_L001_14_01_99_20180326_093852.wav,eval,720,1264,0.009766918,38.2756691,960,960,38.51879883,0,0,73.28244019
1555,spk00036,RAW_SPK00036_M_P2199_L001_15_01_99_20180326_105238.wav,eval,0,928,0.003734903,15.25622654,950,950,54.96599579,46.60807419,0,78.51239777
1556,spk00036,RAW_SPK00036_M_P2199_L001_16_01_99_20180326_110729.wav,eval,992,1584,0.990983425,16.62702942,560,560,63.79922867,100,0,41.17647171
1557,spk00036,RAW_SPK00036_M_P2199_L001_17_01_99_20180326_111708.wav,eval,880,1392,0.022208659,16.00305939,860,860,58.6524353,5.821629047,0,67.1875
1558,spk00037,RAW_SPK00037_F_P2115_L001_02_01_99_20180323_202524.wav,eval,608,1216,0.003064846,37.69578171,700,700,46.5069809,0,0,50.72463608
1559,spk00037,RAW_SPK00037_F_P2115_L001_03_01_99_20180323_202709.wav,eval,272,912,0.003823126,39.74740982,900,900,41.2266655,0,0,74.3801651
1560,spk00037,RAW_SPK00037_F_P2115_L001_04_01_99_20180323_202905.wav,eval,352,960,0.005003187,29.30701637,840,840,59.40942001,0,0,67.19999695
1561,spk00037,RAW_SPK00037_F_P2115_L001_06_01_99_20180323_203635.wav,eval,384,1056,0.01750351,21.67383194,1050,1050,65.95405579,0,0,78.3582077
1562,spk00037,RAW_SPK00037_F_P2115_L001_07_01_99_20180323_203731.wav,eval,400,1008,0.011945109,36.10971069,760,760,50.92919159,0,0,58.91473007
1563,spk00037,RAW_SPK00037_F_P2115_L001_08_01_99_20180323_203845.wav,eval,416,1024,0.006816655,30.69729042,830,830,56.13405609,0,0,63.35877991
1564,spk00037,RAW_SPK00037_F_P2115_L001_09_01_99_20180323_204045.wav,eval,528,1152,0.004938076,23.72781754,990,990,56.59891891,34.85293961,0,71.22302246
1565,spk00037,RAW_SPK00037_F_P2115_L001_10_01_99_20180324_092345.wav,eval,912,1568,0.003650081,24.21332169,840,840,66.90766907,3.706896544,0,58.74126053
1566,spk00037,RAW_SPK00037_F_P2115_L001_11_01_99_20180324_101336.wav,eval,832,1280,0.007278104,8.192299843,920,920,86.16912079,0,0,75.40983582
1567,spk00037,RAW_SPK00037_F_P2115_L001_12_01_99_20180324_122937.wav,eval,432,976,0.034221955,21.93662071,980,980,63.33480072,62.07920837,0,77.16535187
1568,spk00037,RAW_SPK00037_F_P2115_L001_13_01_99_20180324_180305.wav,eval,576,1168,0.005264724,33.81768036,960,960,47.04833221,0,0,70.58823395
1569,spk00037,RAW_SPK00037_F_P2115_L001_14_01_99_20180324_180521.wav,eval,480,1088,0.006475566,18.0659771,900,900,60.6245842,0,0,65.69342804
1570,spk00037,RAW_SPK00037_F_P2115_L001_15_01_99_20180324_180718.wav,eval,256,784,0.005343586,27.32001305,890,890,53.73681641,0,0,83.17756653
1571,spk00037,RAW_SPK00037_F_P2115_L001_16_01_99_20180324_180844.wav,eval,336,944,0.007417353,26.21811104,870,870,61.51898193,0,0,70.73170471
1572,spk00037,RAW_SPK00037_F_P2115_L001_17_01_99_20180324_180953.wav,eval,336,1040,0.991903008,23.96882057,1050,1050,63.12289047,0,0,78.94736481
1573,spk00037,RAW_SPK00037_F_P2115_L001_18_01_99_20180324_181120.wav,eval,320,880,0.003591596,31.40618324,820,820,48.18037033,0,0,70.08547211
1574,spk00037,RAW_SPK00037_F_P2115_L001_19_01_99_20180324_181245.wav,eval,336,896,0.007756368,36.80745697,740,740,47.81906509,4.473684311,0,62.71186447
1575,spk00037,RAW_SPK00037_F_P2199_L001_02_01_99_20180323_202537.wav,eval,544,1120,0.006573538,40.42177582,830,830,46.06985474,0,0,61.48147964
1576,spk00037,RAW_SPK00037_F_P2199_L001_03_01_99_20180323_202733.wav,eval,736,1376,0.009069344,41.24625397,830,830,42.68040848,0,0,58.86524963
1577,spk00037,RAW_SPK00037_F_P2199_L001_04_01_99_20180323_202914.wav,eval,544,1200,0.005748961,34.91121674,1140,1140,51.67161179,0,0,79.72028351
1578,spk00037,RAW_SPK00037_F_P2199_L001_05_01_99_20180323_203031.wav,eval,784,1424,0.014969049,10.16359425,970,970,78.31582642,0,0,68.79432678
1579,spk00037,RAW_SPK00037_F_P2199_L001_06_01_99_20180323_203652.wav,eval,432,1056,0.009280038,23.85618019,1060,1060,65.80363464,0,0,78.51851654
1580,spk00037,RAW_SPK00037_F_P2199_L001_07_01_99_20180323_203745.wav,eval,400,1024,0.03858862,38.60228348,760,760,51.89712524,0,0,58.01526642
1581,spk00037,RAW_SPK00037_F_P2199_L001_08_01_99_20180323_203906.wav,eval,416,1024,0.00970614,17.25004387,700,700,70.19730377,0,0,53.43511581
1582,spk00037,RAW_SPK00037_F_P2199_L001_09_01_99_20180323_204055.wav,eval,576,1232,0.007907328,29.93648148,1070,1070,52.6755867,45.25802612,0,74.82517242
1583,spk00037,RAW_SPK00037_F_P2199_L001_10_01_99_20180324_092403.wav,eval,656,1312,0.003396754,19.19375229,750,750,71.04720306,0,0,52.44755173
1584,spk00037,RAW_SPK00037_F_P2199_L001_12_01_99_20180324_122947.wav,eval,512,928,0.007818636,25.54258919,960,960,60.93740845,55.01932907,0,80.67227173
1585,spk00037,RAW_SPK00037_F_P2199_L001_13_01_99_20180324_180316.wav,eval,688,1360,0.006679508,34.46180344,900,900,45.28479004,0,0,62.5
1586,spk00037,RAW_SPK00037_F_P2199_L001_14_01_99_20180324_180546.wav,eval,816,1392,0.011485619,21.96697235,1020,1020,60.80768967,0,0,75.55555725
1587,spk00037,RAW_SPK00037_F_P2199_L001_15_01_99_20180324_180725.wav,eval,480,1312,0.040868919,36.02418137,1260,1260,46.97104645,0,0,78.75
1588,spk00037,RAW_SPK00037_F_P2199_L001_16_01_99_20180324_180854.wav,eval,416,800,0.014911899,31.09754372,880,880,57.08191681,0,0,81.48148346
1589,spk00037,RAW_SPK00037_F_P2199_L001_17_01_99_20180324_181001.wav,eval,336,992,0.030675413,14.94669914,930,930,70.90215302,0,0,72.09302521
1590,spk00037,RAW_SPK00037_F_P2199_L001_18_01_99_20180324_181126.wav,eval,368,1008,0.003404184,36.51751328,960,960,44.29265594,0,0,74.41860199
1591,spk00037,RAW_SPK00037_F_P2199_L001_19_01_99_20180324_181257.wav,eval,944,1616,0.007378291,41.71987915,960,960,45.57770538,5.119949341,0,66.66666412
1592,spk00038,RAW_SPK00038_M_P2115_L001_02_01_99_20180323_214925.wav,eval,352,1120,0.027783145,39.06832123,1000,1000,53.62765503,0,0,71.42857361
1593,spk00038,RAW_SPK00038_M_P2199_L001_02_01_99_20180323_214935.wav,eval,240,1072,0.010382686,34.39905548,960,960,56.76395416,0,0,71.1111145
1594,spk00039,RAW_SPK00039_M_P2115_L001_02_01_99_20180324_104206.wav,eval,304,992,0.005687505,38.72634888,1030,1030,42.09708405,0,0,80.46875
1595,spk00039,RAW_SPK00039_M_P2115_L001_03_01_99_20180324_105402.wav,eval,1248,1904,0.003373261,28.24916458,900,900,58.0372467,74.27884674,0,62.93706131
1596,spk00039,RAW_SPK00039_M_P2115_L001_04_01_99_20180324_105635.wav,eval,448,1040,0.011274467,22.66574287,920,920,59.42621231,46.91447449,0,69.69696808
1597,spk00039,RAW_SPK00039_M_P2199_L001_03_01_99_20180324_105430.wav,eval,896,1744,0.012705404,25.63037872,870,870,61.13335037,100,0,53.70370483
1598,spk00039,RAW_SPK00039_M_P2199_L001_04_01_99_20180324_105648.wav,eval,592,1360,0.005853484,33.0581131,1010,1010,49.35813141,0,0,65.58441925
1599,spk00040,RAW_SPK00040_M_P2115_L001_02_01_99_20180323_231906.wav,eval,416,800,0.0033959,30.56525993,650,650,46.96062851,9.318181992,0,59.63302612
1600,spk00040,RAW_SPK00040_M_P2115_L001_03_01_99_20180323_232846.wav,eval,320,1008,0.008992047,37.49703217,1030,1030,43.07249832,0,0,79.84496307
1601,spk00040,RAW_SPK00040_M_P2115_L001_04_01_99_20180323_233056.wav,eval,528,1200,0.005594445,27.00675201,1010,1010,58.5230217,4.290048599,0,70.1388855
1602,spk00040,RAW_SPK00040_M_P2115_L001_05_01_99_20180323_233303.wav,eval,496,1216,0.004173761,36.11588287,1050,1050,44.07167053,0,0,70.46979523
1603,spk00040,RAW_SPK00040_M_P2115_L001_06_01_99_20180323_233411.wav,eval,560,1232,0.004975393,23.82780075,970,970,56.05750656,0,0,67.3611145
1604,spk00040,RAW_SPK00040_M_P2115_L001_07_01_99_20180323_233738.wav,eval,592,1328,0.005154327,21.01799393,1000,1000,73.70072174,0,0,66.22516632
1605,spk00040,RAW_SPK00040_M_P2115_L001_08_01_99_20180323_234009.wav,eval,416,1136,0.987991585,22.04476357,880,880,72.21574402,0,0,61.53845978
1606,spk00040,RAW_SPK00040_M_P2115_L001_09_01_99_20180323_234919.wav,eval,1280,1664,0.004756291,24.94437218,610,610,65.87879181,65.77381134,0,53.04347992
1607,spk00040,RAW_SPK00040_M_P2115_L001_10_01_99_20180324_034028.wav,eval,816,1488,0.006105213,18.57357025,790,790,68.91422272,74.10391235,0,54.86111069
1608,spk00040,RAW_SPK00040_M_P2115_L001_11_01_99_20180324_185144.wav,eval,624,1552,0.003481335,29.29548073,630,630,49.67248917,0,0,37.05882263
1609,spk00040,RAW_SPK00040_M_P2115_L001_12_01_99_20180325_041949.wav,eval,448,832,0.012928832,38.32670593,650,650,45.24266815,0,0,58.55855942
1610,spk00040,RAW_SPK00040_M_P2115_L001_13_01_99_20180325_042054.wav,eval,624,1280,0.004136788,35.76824951,970,970,43.1482048,0,0,67.83216858
1611,spk00040,RAW_SPK00040_M_P2115_L001_14_01_99_20180325_042140.wav,eval,656,1280,0.005005118,32.41705322,990,990,47.84852219,3.198529482,0,71.22302246
1612,spk00040,RAW_SPK00040_M_P2115_L001_15_01_99_20180325_042245.wav,eval,0,128,0.012301908,14.27576542,300,300,68.07752228,43.30644989,0,73.17073059
1613,spk00040,RAW_SPK00040_M_P2115_L001_16_01_99_20180325_042443.wav,eval,304,960,0.006758732,39.85713577,930,930,38.21686554,0,0,74.40000153
1614,spk00040,RAW_SPK00040_M_P2115_L001_17_01_99_20180327_192607.wav,eval,336,1008,0.991437993,25.05079842,970,970,48.56542206,0,0,74.61538696
1615,spk00040,RAW_SPK00040_M_P2199_L001_02_01_99_20180323_231932.wav,eval,400,1056,0.00618418,26.42823792,870,870,49.21928024,9.971910477,0,64.92537689
1616,spk00040,RAW_SPK00040_M_P2199_L001_03_01_99_20180323_232856.wav,eval,288,1040,0.022585065,35.45235062,1010,1010,45.87218857,0,0,75.93984985
1617,spk00040,RAW_SPK00040_M_P2199_L001_04_01_99_20180323_233119.wav,eval,656,1360,0.006220547,26.52632713,1000,1000,56.84968185,0,0,68.02721405
1618,spk00040,RAW_SPK00040_M_P2199_L001_05_01_99_20180323_233313.wav,eval,1120,1808,0.005848422,35.3950386,830,830,45.43786621,0,0,56.84931564
1619,spk00040,RAW_SPK00040_M_P2199_L001_06_01_99_20180323_233418.wav,eval,64,992,0.009231425,26.85887146,950,950,52.30419922,0,0,74.80314636
1620,spk00040,RAW_SPK00040_M_P2199_L001_07_01_99_20180323_233748.wav,eval,528,1264,0.007580234,24.90207481,1000,1000,65.93778229,0,0,66.22516632
