Y,X1,X2,X3,X4,X5,X6,X7
bueno,cuenta.buena,10,pre.bueno,profesional,1597,hombre,no.solo
malo,no,12,pre.bueno,profesional,4843,hombre,no.solo
bueno,no,24,pre.bueno,personal,1231,mujer,solo
malo,no,12,pre.bueno,personal,1282,mujer,solo
bueno,cuenta.buena,10,pre.bueno,personal,894,mujer,solo
bueno,no,21,pre.bueno,profesional,571,hombre,no.solo
bueno,cuenta.mala,8,pre.bueno,profesional,907,mujer,no.solo
bueno,cuenta.mala,18,pre.bueno,profesional,6260,hombre,no.solo
bueno,cuenta.buena,36,pre.bueno,personal,4686,hombre,no.solo
bueno,cuenta.buena,15,pre.bueno,personal,1478,mujer,no.solo
bueno,cuenta.buena,18,pre.bueno,personal,3850,hombre,no.solo
malo,no,18,pre.bueno,personal,3190,mujer,solo
malo,cuenta.mala,18,pre.bueno,personal,1928,hombre,no.solo
bueno,cuenta.buena,24,pre.bueno,personal,929,hombre,no.solo
bueno,cuenta.buena,7,pre.bueno,personal,730,hombre,no.solo
bueno,cuenta.buena,15,pre.bueno,personal,1471,hombre,no.solo
bueno,cuenta.buena,24,pre.bueno,personal,3777,hombre,no.solo
malo,cuenta.mala,12,pre.malo,personal,2969,mujer,solo
bueno,cuenta.buena,12,pre.bueno,personal,996,mujer,solo
malo,cuenta.buena,18,pre.bueno,personal,1808,mujer,solo
bueno,cuenta.mala,9,pre.bueno,profesional,3195,mujer,solo
malo,cuenta.mala,24,pre.bueno,profesional,1328,hombre,no.solo
bueno,cuenta.mala,9,pre.bueno,personal,2118,hombre,no.solo
malo,no,18,pre.bueno,profesional,3966,mujer,solo
bueno,no,12,pre.bueno,personal,1657,hombre,no.solo
bueno,cuenta.buena,6,pre.bueno,personal,1766,mujer,no.solo
bueno,cuenta.buena,24,pre.bueno,personal,2284,hombre,no.solo
malo,cuenta.mala,21,pre.bueno,personal,2319,hombre,solo
bueno,cuenta.buena,12,pre.bueno,profesional,2859,hombre,no.solo
bueno,no,30,pre.malo,personal,4583,hombre,solo
malo,cuenta.mala,24,pre.bueno,personal,2579,mujer,solo
bueno,cuenta.mala,45,pre.bueno,personal,4576,hombre,no.solo
bueno,cuenta.buena,24,pre.bueno,profesional,1525,mujer,solo
bueno,cuenta.buena,11,pre.bueno,profesional,1393,mujer,solo
malo,no,24,pre.malo,personal,4110,hombre,no.solo
malo,cuenta.mala,8,pre.bueno,personal,1237,mujer,solo
bueno,cuenta.mala,18,pre.bueno,personal,1239,hombre,no.solo
bueno,cuenta.buena,24,pre.bueno,personal,2611,mujer,no.solo
bueno,cuenta.buena,6,pre.bueno,personal,1238,hombre,no.solo
bueno,cuenta.mala,13,pre.bueno,personal,882,hombre,no.solo
malo,cuenta.buena,36,pre.bueno,profesional,7855,mujer,solo
bueno,no,24,pre.bueno,personal,2924,hombre,no.solo
malo,cuenta.mala,12,pre.bueno,personal,1922,hombre,no.solo
malo,no,24,pre.bueno,personal,3345,hombre,no.solo
bueno,cuenta.buena,60,pre.bueno,profesional,366,hombre,no.solo
bueno,cuenta.mala,12,pre.bueno,profesional,2002,hombre,no.solo
bueno,cuenta.mala,6,pre.bueno,personal,2063,mujer,no.solo
bueno,cuenta.buena,24,pre.bueno,profesional,2255,hombre,no.solo
bueno,cuenta.buena,12,pre.bueno,personal,1393,hombre,no.solo
bueno,cuenta.mala,24,pre.bueno,personal,1743,hombre,no.solo
bueno,no,47,pre.bueno,profesional,722,mujer,solo
bueno,cuenta.buena,48,pre.bueno,personal,222,hombre,no.solo
bueno,cuenta.buena,24,pre.bueno,profesional,2463,mujer,no.solo
bueno,cuenta.mala,6,pre.bueno,personal,368,hombre,no.solo
bueno,cuenta.mala,15,pre.bueno,profesional,2326,hombre,no.solo
malo,cuenta.mala,24,pre.bueno,personal,1560,mujer,solo
bueno,cuenta.buena,24,pre.bueno,personal,2872,hombre,no.solo
bueno,cuenta.mala,9,pre.bueno,personal,458,hombre,no.solo
bueno,cuenta.mala,24,pre.bueno,personal,3069,hombre,no.solo
bueno,cuenta.buena,15,pre.bueno,personal,1979,hombre,no.solo
malo,cuenta.mala,24,pre.bueno,profesional,1344,hombre,no.solo
bueno,cuenta.mala,18,pre.bueno,personal,3213,mujer,no.solo
bueno,cuenta.buena,39,pre.bueno,personal,8588,hombre,no.solo
malo,no,36,pre.bueno,profesional,9271,hombre,no.solo
malo,cuenta.mala,6,pre.bueno,profesional,4555,hombre,no.solo
malo,cuenta.buena,48,pre.bueno,profesional,4844,hombre,no.solo
bueno,cuenta.mala,21,pre.bueno,profesional,2923,mujer,solo
malo,no,18,pre.bueno,personal,7511,hombre,no.solo
bueno,cuenta.mala,18,pre.bueno,personal,6204,hombre,no.solo
bueno,no,30,pre.bueno,personal,3622,mujer,solo
bueno,cuenta.buena,12,pre.bueno,personal,1240,mujer,solo
bueno,cuenta.mala,9,pre.bueno,profesional,276,mujer,no.solo
malo,cuenta.mala,27,pre.bueno,personal,2520,hombre,no.solo
bueno,no,36,pre.bueno,personal,5493,hombre,no.solo
malo,no,18,pre.bueno,personal,1345,mujer,no.solo
bueno,cuenta.buena,12,pre.bueno,personal,522,hombre,no.solo
malo,no,18,pre.bueno,profesional,976,mujer,solo
malo,cuenta.mala,45,pre.bueno,personal,3031,hombre,no.solo
bueno,cuenta.buena,36,pre.bueno,personal,8133,mujer,solo
bueno,cuenta.buena,24,pre.bueno,profesional,2978,hombre,no.solo
bueno,cuenta.buena,6,pre.bueno,personal,1898,hombre,no.solo
malo,cuenta.buena,9,pre.bueno,personal,1478,hombre,no.solo
bueno,cuenta.mala,12,pre.bueno,personal,1804,hombre,no.solo
bueno,cuenta.buena,24,pre.bueno,personal,5804,hombre,no.solo
bueno,cuenta.mala,36,pre.bueno,personal,2337,hombre,no.solo
bueno,cuenta.mala,21,pre.bueno,profesional,3652,hombre,no.solo
bueno,cuenta.buena,18,pre.bueno,personal,2320,mujer,no.solo
bueno,cuenta.buena,24,pre.bueno,personal,5103,mujer,no.solo
malo,no,24,pre.malo,personal,1546,hombre,no.solo
bueno,cuenta.mala,11,pre.bueno,personal,1577,mujer,solo
bueno,cuenta.buena,12,pre.bueno,personal,3059,hombre,solo
malo,cuenta.mala,54,pre.malo,profesional,5945,hombre,no.solo
bueno,cuenta.buena,6,pre.bueno,personal,1554,mujer,solo
bueno,no,30,pre.bueno,personal,3857,hombre,solo
bueno,cuenta.buena,24,pre.bueno,profesional,1469,mujer,no.solo
bueno,cuenta.mala,9,pre.bueno,personal,1199,mujer,solo
bueno,cuenta.mala,10,pre.malo,personal,1048,hombre,no.solo
bueno,cuenta.mala,24,pre.bueno,profesional,4712,hombre,no.solo
bueno,cuenta.buena,24,pre.bueno,profesional,4139,hombre,no.solo
malo,no,21,pre.malo,profesional,1647,hombre,no.solo
malo,cuenta.mala,12,pre.bueno,profesional,836,mujer,solo
bueno,cuenta.buena,48,pre.bueno,personal,2751,hombre,no.solo
bueno,cuenta.buena,12,pre.bueno,personal,886,mujer,solo
bueno,cuenta.buena,12,pre.bueno,personal,2141,hombre,no.solo
bueno,cuenta.mala,7,pre.bueno,personal,2576,hombre,no.solo
bueno,cuenta.mala,12,pre.bueno,personal,1092,mujer,solo
bueno,cuenta.mala,18,pre.bueno,personal,1795,mujer,solo
bueno,cuenta.mala,48,pre.bueno,profesional,6681,hombre,no.solo
bueno,cuenta.buena,30,pre.bueno,personal,4811,mujer,solo
bueno,no,24,pre.bueno,personal,2964,hombre,no.solo
malo,no,14,pre.bueno,profesional,8978,hombre,solo
bueno,cuenta.buena,24,pre.bueno,personal,3235,hombre,solo
malo,cuenta.buena,18,pre.malo,profesional,6458,hombre,no.solo
bueno,cuenta.mala,14,pre.bueno,profesional,1410,mujer,no.solo
bueno,cuenta.buena,11,pre.bueno,profesional,7228,hombre,no.solo
malo,cuenta.mala,30,pre.bueno,profesional,1908,hombre,no.solo
bueno,cuenta.mala,10,pre.bueno,personal,1521,hombre,solo
malo,cuenta.mala,15,pre.bueno,profesional,2631,mujer,solo
bueno,no,15,pre.bueno,personal,1053,mujer,no.solo
bueno,no,18,pre.bueno,personal,2389,mujer,solo
malo,no,24,pre.bueno,personal,1282,mujer,solo
bueno,cuenta.buena,12,pre.bueno,profesional,1101,mujer,no.solo
bueno,cuenta.buena,12,pre.bueno,profesional,640,hombre,solo
malo,no,12,pre.bueno,personal,795,mujer,solo
bueno,cuenta.buena,15,pre.bueno,personal,2186,mujer,solo
bueno,cuenta.mala,12,pre.bueno,profesional,1037,hombre,no.solo
bueno,cuenta.buena,12,pre.bueno,profesional,3527,hombre,no.solo
malo,no,9,pre.bueno,profesional,654,hombre,no.solo
bueno,no,13,pre.bueno,profesional,1797,hombre,no.solo
bueno,cuenta.buena,15,pre.bueno,personal,1262,hombre,no.solo
malo,no,48,pre.bueno,personal,6999,mujer,no.solo
bueno,no,24,pre.malo,personal,2483,hombre,no.solo
bueno,cuenta.buena,24,pre.bueno,personal,1311,mujer,no.solo
bueno,cuenta.buena,18,pre.bueno,personal,1169,hombre,no.solo
bueno,cuenta.buena,36,pre.bueno,profesional,3079,hombre,no.solo
malo,cuenta.mala,72,pre.bueno,personal,5595,mujer,no.solo
bueno,cuenta.buena,12,pre.bueno,personal,1493,mujer,solo
bueno,cuenta.mala,36,pre.bueno,personal,6948,hombre,no.solo
malo,no,28,pre.bueno,profesional,4006,hombre,no.solo
bueno,cuenta.mala,9,pre.bueno,personal,1082,hombre,no.solo
malo,cuenta.mala,45,pre.bueno,personal,4746,hombre,no.solo
bueno,cuenta.mala,12,pre.bueno,personal,585,mujer,no.solo
bueno,cuenta.buena,12,pre.bueno,personal,1592,mujer,solo
bueno,cuenta.mala,48,pre.malo,profesional,2204,hombre,no.solo
bueno,cuenta.buena,48,pre.bueno,personal,2749,hombre,no.solo
bueno,cuenta.buena,15,pre.bueno,personal,874,mujer,solo
bueno,no,24,pre.malo,profesional,2325,hombre,no.solo
bueno,cuenta.mala,7,pre.bueno,personal,2329,mujer,solo
malo,no,48,pre.malo,personal,7119,hombre,no.solo
bueno,cuenta.mala,24,pre.bueno,personal,5152,hombre,no.solo
bueno,cuenta.buena,12,pre.bueno,personal,707,hombre,no.solo
bueno,no,18,pre.bueno,personal,3509,mujer,solo
bueno,cuenta.mala,36,pre.bueno,profesional,9857,hombre,no.solo
bueno,cuenta.buena,12,pre.bueno,profesional,1412,mujer,solo
malo,cuenta.mala,36,pre.bueno,profesional,4455,hombre,solo
malo,cuenta.mala,12,pre.bueno,personal,766,hombre,no.solo
malo,no,20,pre.bueno,profesional,2235,mujer,no.solo
bueno,cuenta.buena,15,pre.bueno,personal,1300,hombre,no.solo
malo,cuenta.mala,36,pre.bueno,personal,2612,hombre,no.solo
bueno,cuenta.buena,15,pre.bueno,personal,1520,hombre,no.solo
bueno,cuenta.mala,24,pre.bueno,profesional,6967,hombre,no.solo
bueno,cuenta.mala,12,pre.bueno,profesional,1995,hombre,no.solo
bueno,cuenta.buena,9,pre.bueno,profesional,2507,hombre,no.solo
bueno,cuenta.buena,24,pre.bueno,personal,6842,hombre,no.solo
bueno,no,11,pre.bueno,profesional,3905,hombre,no.solo
bueno,cuenta.buena,12,pre.bueno,personal,1258,mujer,solo
bueno,no,15,pre.bueno,profesional,2511,mujer,solo
bueno,no,6,pre.bueno,profesional,3676,hombre,no.solo
bueno,cuenta.mala,18,pre.bueno,personal,3001,mujer,solo
bueno,cuenta.mala,15,pre.bueno,profesional,2687,hombre,no.solo
malo,no,18,pre.bueno,personal,2600,hombre,no.solo
bueno,cuenta.mala,48,pre.malo,profesional,2169,hombre,no.solo
bueno,cuenta.buena,15,pre.bueno,personal,960,mujer,solo
bueno,cuenta.mala,18,pre.malo,personal,3244,mujer,solo
bueno,cuenta.buena,24,pre.bueno,personal,5433,mujer,solo
bueno,cuenta.mala,42,pre.malo,profesional,6289,hombre,solo
bueno,cuenta.buena,18,pre.bueno,personal,629,hombre,no.solo
bueno,cuenta.buena,24,pre.bueno,personal,1376,mujer,solo
bueno,cuenta.buena,24,pre.bueno,personal,4679,hombre,no.solo
bueno,cuenta.buena,12,pre.bueno,personal,1736,mujer,solo
bueno,cuenta.buena,12,pre.bueno,profesional,1076,mujer,no.solo
bueno,cuenta.buena,4,pre.bueno,personal,1503,hombre,no.solo
malo,cuenta.buena,24,pre.bueno,profesional,4591,hombre,no.solo
bueno,cuenta.buena,15,pre.bueno,personal,2221,mujer,solo
bueno,cuenta.buena,12,pre.bueno,personal,804,hombre,no.solo
bueno,no,18,pre.bueno,personal,2659,hombre,no.solo
malo,no,9,pre.bueno,profesional,1422,hombre,no.solo
malo,no,12,pre.malo,profesional,697,hombre,no.solo
bueno,no,15,pre.bueno,profesional,806,mujer,solo
bueno,no,9,pre.bueno,personal,1288,hombre,no.solo
bueno,cuenta.mala,12,pre.malo,personal,409,mujer,solo
bueno,cuenta.buena,12,pre.bueno,personal,2748,mujer,solo
bueno,cuenta.buena,6,pre.bueno,personal,660,mujer,no.solo
malo,no,36,pre.bueno,personal,9629,hombre,no.solo
malo,no,42,pre.bueno,personal,3965,hombre,no.solo
bueno,cuenta.mala,30,pre.bueno,personal,3832,mujer,no.solo
malo,no,36,pre.bueno,personal,6229,mujer,solo
bueno,no,18,pre.bueno,personal,1936,mujer,no.solo
malo,cuenta.buena,48,pre.bueno,profesional,3914,hombre,solo
bueno,cuenta.mala,24,pre.bueno,profesional,3512,hombre,no.solo
bueno,no,6,pre.bueno,personal,343,mujer,solo
bueno,cuenta.buena,18,pre.bueno,profesional,1028,mujer,solo
bueno,cuenta.mala,12,pre.bueno,personal,1158,hombre,solo
malo,cuenta.mala,12,pre.bueno,personal,951,mujer,solo
malo,cuenta.mala,12,pre.bueno,profesional,685,mujer,no.solo
bueno,cuenta.buena,21,pre.bueno,profesional,1572,mujer,solo
bueno,cuenta.mala,15,pre.bueno,personal,1444,hombre,no.solo
bueno,cuenta.mala,12,pre.bueno,profesional,6078,hombre,no.solo
bueno,cuenta.buena,24,pre.bueno,profesional,2375,hombre,no.solo
malo,cuenta.mala,24,pre.malo,profesional,4241,hombre,no.solo
malo,no,21,pre.bueno,personal,3414,hombre,no.solo
bueno,cuenta.buena,27,pre.bueno,personal,4526,hombre,no.solo
malo,cuenta.mala,30,pre.bueno,profesional,2150,mujer,solo
malo,cuenta.mala,6,pre.bueno,profesional,1209,hombre,no.solo
bueno,cuenta.buena,10,pre.bueno,profesional,1418,hombre,no.solo
bueno,cuenta.buena,24,pre.bueno,personal,4042,hombre,no.solo
malo,cuenta.mala,30,pre.bueno,personal,3441,mujer,solo
bueno,no,12,pre.malo,personal,339,mujer,no.solo
bueno,cuenta.mala,24,pre.bueno,personal,7758,mujer,solo
bueno,no,10,pre.bueno,profesional,1038,hombre,no.solo
bueno,cuenta.mala,21,pre.bueno,profesional,2353,hombre,solo
bueno,cuenta.mala,9,pre.bueno,personal,1206,mujer,solo
malo,cuenta.mala,12,pre.bueno,personal,1534,mujer,no.solo
bueno,cuenta.mala,24,pre.bueno,personal,1258,mujer,solo
bueno,no,21,pre.bueno,personal,2606,mujer,solo
malo,no,21,pre.bueno,personal,1835,mujer,solo
bueno,cuenta.mala,60,pre.bueno,personal,7418,hombre,no.solo
malo,cuenta.buena,6,pre.bueno,personal,4611,mujer,solo
bueno,no,20,pre.bueno,personal,2212,hombre,no.solo
malo,cuenta.mala,60,pre.bueno,personal,6288,hombre,no.solo
bueno,cuenta.buena,36,pre.bueno,personal,1054,hombre,no.solo
bueno,no,30,pre.bueno,personal,2522,hombre,no.solo
bueno,cuenta.buena,24,pre.malo,profesional,1559,hombre,no.solo
bueno,cuenta.buena,12,pre.bueno,personal,2171,mujer,solo
malo,no,12,pre.bueno,profesional,1274,mujer,solo
bueno,cuenta.mala,12,pre.bueno,personal,3399,hombre,no.solo
malo,cuenta.mala,18,pre.bueno,profesional,884,hombre,no.solo
bueno,cuenta.buena,30,pre.bueno,personal,4530,mujer,solo
malo,no,36,pre.bueno,personal,8335,hombre,no.solo
bueno,cuenta.buena,24,pre.bueno,profesional,4526,hombre,no.solo
bueno,cuenta.mala,24,pre.bueno,personal,4351,mujer,solo
bueno,cuenta.buena,30,pre.bueno,personal,3077,hombre,no.solo
bueno,cuenta.mala,15,pre.bueno,personal,1514,hombre,no.solo
bueno,cuenta.buena,10,pre.bueno,profesional,1287,hombre,no.solo
bueno,cuenta.buena,12,pre.malo,personal,3447,mujer,solo
malo,no,12,pre.bueno,personal,674,mujer,no.solo
bueno,no,12,pre.bueno,personal,3590,hombre,no.solo
malo,cuenta.mala,24,pre.bueno,personal,4057,hombre,solo
bueno,cuenta.mala,20,pre.bueno,personal,6468,hombre,solo
bueno,cuenta.buena,27,pre.bueno,personal,5190,hombre,no.solo
bueno,cuenta.mala,24,pre.bueno,profesional,3878,hombre,solo
malo,no,24,pre.malo,profesional,3161,hombre,no.solo
bueno,cuenta.mala,6,pre.bueno,personal,1050,hombre,no.solo
bueno,cuenta.mala,6,pre.bueno,profesional,1323,hombre,solo
malo,cuenta.mala,9,pre.bueno,personal,918,mujer,solo
bueno,no,12,pre.bueno,personal,1526,hombre,no.solo
bueno,cuenta.mala,12,pre.bueno,profesional,2247,mujer,solo
bueno,no,6,pre.bueno,profesional,666,mujer,solo
bueno,cuenta.buena,36,pre.malo,personal,2613,hombre,no.solo
bueno,cuenta.mala,6,pre.bueno,profesional,709,mujer,no.solo
bueno,cuenta.buena,24,pre.bueno,personal,1552,hombre,no.solo
bueno,cuenta.buena,24,pre.bueno,personal,2679,mujer,solo
malo,no,48,pre.bueno,personal,297,hombre,no.solo
bueno,cuenta.buena,15,pre.bueno,personal,1316,mujer,no.solo
bueno,cuenta.buena,18,pre.bueno,profesional,1055,mujer,solo
bueno,cuenta.buena,42,pre.bueno,personal,7166,mujer,no.solo
bueno,cuenta.buena,24,pre.bueno,profesional,1940,hombre,no.solo
bueno,cuenta.buena,6,pre.bueno,personal,2978,hombre,no.solo
malo,no,30,pre.bueno,personal,2406,mujer,solo
bueno,cuenta.mala,18,pre.bueno,profesional,1887,mujer,no.solo
malo,no,24,pre.malo,personal,3349,hombre,no.solo
bueno,cuenta.mala,13,pre.bueno,personal,2101,mujer,solo
bueno,no,24,pre.bueno,personal,4169,hombre,no.solo
bueno,no,15,pre.bueno,personal,1478,hombre,no.solo
malo,no,36,pre.bueno,personal,8065,mujer,solo
bueno,cuenta.buena,6,pre.bueno,personal,1538,mujer,solo
malo,no,15,pre.bueno,personal,1275,mujer,solo
bueno,no,6,pre.bueno,personal,1872,hombre,no.solo
bueno,cuenta.mala,18,pre.bueno,personal,1301,mujer,no.solo
bueno,no,15,pre.bueno,profesional,1403,mujer,solo
bueno,cuenta.mala,24,pre.bueno,personal,3758,mujer,solo
bueno,cuenta.buena,24,pre.bueno,profesional,717,mujer,no.solo
bueno,cuenta.mala,10,pre.bueno,personal,1275,mujer,solo
malo,cuenta.mala,48,pre.bueno,personal,5951,mujer,solo
bueno,cuenta.buena,12,pre.bueno,personal,2331,hombre,no.solo
bueno,cuenta.buena,12,pre.bueno,personal,1574,hombre,no.solo
bueno,cuenta.mala,36,pre.bueno,personal,5800,hombre,no.solo
malo,cuenta.buena,18,pre.bueno,profesional,2169,mujer,no.solo
bueno,no,24,pre.bueno,profesional,1382,hombre,no.solo
bueno,cuenta.buena,24,pre.bueno,personal,2670,hombre,no.solo
malo,no,24,pre.bueno,profesional,2303,hombre,no.solo
malo,cuenta.mala,9,pre.malo,profesional,1437,hombre,no.solo
bueno,no,24,pre.bueno,personal,6419,mujer,solo
bueno,cuenta.mala,30,pre.bueno,personal,2991,mujer,solo
malo,no,30,pre.bueno,personal,1998,hombre,solo
malo,no,24,pre.bueno,profesional,4817,hombre,no.solo
bueno,cuenta.mala,42,pre.bueno,personal,4796,hombre,no.solo
bueno,cuenta.buena,12,pre.bueno,personal,1262,hombre,no.solo
bueno,cuenta.mala,12,pre.bueno,personal,2028,hombre,no.solo
malo,cuenta.mala,18,pre.bueno,personal,4297,hombre,solo
bueno,no,6,pre.bueno,personal,1957,mujer,solo
bueno,cuenta.buena,18,pre.bueno,profesional,1568,mujer,solo
bueno,cuenta.mala,24,pre.bueno,personal,5743,mujer,solo
malo,cuenta.mala,36,pre.bueno,profesional,2225,hombre,no.solo
bueno,cuenta.buena,12,pre.bueno,profesional,2133,mujer,solo
bueno,cuenta.mala,16,pre.bueno,profesional,1175,hombre,no.solo
bueno,cuenta.mala,20,pre.malo,personal,6148,mujer,no.solo
bueno,cuenta.buena,15,pre.bueno,personal,1360,hombre,no.solo
malo,cuenta.buena,18,pre.bueno,profesional,2775,hombre,no.solo
bueno,cuenta.buena,12,pre.bueno,profesional,1884,hombre,no.solo
bueno,cuenta.mala,12,pre.bueno,profesional,1480,hombre,no.solo
malo,no,12,pre.bueno,personal,709,hombre,no.solo
bueno,no,6,pre.bueno,personal,1169,hombre,no.solo
malo,no,24,pre.bueno,personal,1987,hombre,no.solo
malo,no,24,pre.bueno,personal,2439,mujer,solo
bueno,cuenta.buena,33,pre.bueno,personal,7253,hombre,no.solo
bueno,cuenta.mala,60,pre.bueno,personal,9157,hombre,no.solo
malo,cuenta.mala,24,pre.bueno,profesional,1938,hombre,no.solo
bueno,cuenta.buena,54,pre.malo,personal,9436,hombre,no.solo
bueno,cuenta.mala,48,pre.bueno,personal,3979,hombre,no.solo
bueno,no,21,pre.bueno,personal,3357,mujer,solo
bueno,cuenta.buena,36,pre.bueno,personal,5842,hombre,no.solo
malo,no,12,pre.malo,personal,1108,hombre,no.solo
malo,cuenta.mala,36,pre.bueno,profesional,2389,hombre,no.solo
bueno,cuenta.mala,6,pre.bueno,personal,683,mujer,solo
malo,cuenta.buena,12,pre.bueno,profesional,1386,mujer,solo
bueno,cuenta.mala,24,pre.bueno,personal,1967,mujer,solo
bueno,no,15,pre.bueno,personal,3643,mujer,solo
bueno,cuenta.buena,21,pre.bueno,personal,5248,hombre,no.solo
bueno,cuenta.buena,12,pre.bueno,personal,3331,hombre,no.solo
bueno,no,24,pre.bueno,personal,3149,hombre,no.solo
malo,no,18,pre.bueno,personal,2039,mujer,solo
malo,cuenta.mala,15,pre.malo,profesional,6850,hombre,no.solo
malo,no,16,pre.bueno,profesional,2625,hombre,no.solo
bueno,cuenta.buena,12,pre.bueno,personal,776,mujer,no.solo
malo,no,18,pre.malo,personal,1553,hombre,no.solo
malo,no,24,pre.malo,profesional,1358,hombre,no.solo
bueno,no,15,pre.bueno,personal,1845,mujer,solo
bueno,cuenta.buena,15,pre.bueno,personal,3029,hombre,no.solo
bueno,cuenta.mala,10,pre.bueno,profesional,7308,hombre,no.solo
bueno,cuenta.buena,9,pre.bueno,profesional,1449,mujer,solo
bueno,no,24,pre.bueno,profesional,6568,mujer,no.solo
bueno,cuenta.buena,9,pre.bueno,personal,3832,hombre,no.solo
bueno,cuenta.buena,24,pre.bueno,profesional,1249,mujer,no.solo
bueno,cuenta.buena,18,pre.bueno,personal,4594,hombre,no.solo
bueno,cuenta.buena,6,pre.bueno,profesional,250,mujer,solo
bueno,cuenta.mala,6,pre.bueno,profesional,1449,hombre,solo
malo,cuenta.buena,18,pre.bueno,personal,1533,mujer,no.solo
bueno,cuenta.mala,39,pre.bueno,personal,1760,hombre,no.solo
bueno,cuenta.buena,24,pre.bueno,personal,3868,mujer,solo
bueno,cuenta.buena,24,pre.bueno,personal,1516,mujer,solo
bueno,cuenta.mala,48,pre.bueno,profesional,8487,mujer,solo
bueno,cuenta.buena,36,pre.bueno,personal,3342,hombre,no.solo
malo,no,24,pre.bueno,profesional,1207,mujer,solo
bueno,cuenta.buena,18,pre.bueno,personal,1582,hombre,no.solo
bueno,no,12,pre.bueno,profesional,2121,hombre,no.solo
bueno,cuenta.buena,36,pre.bueno,personal,9566,mujer,solo
malo,cuenta.mala,48,pre.bueno,personal,961,hombre,no.solo
malo,no,12,pre.bueno,personal,741,mujer,solo
bueno,cuenta.buena,9,pre.bueno,personal,1313,hombre,no.solo
bueno,cuenta.mala,12,pre.bueno,personal,1103,hombre,no.solo
malo,cuenta.mala,9,pre.malo,personal,1337,hombre,no.solo
bueno,cuenta.buena,18,pre.bueno,personal,1098,mujer,solo
bueno,no,11,pre.bueno,profesional,3939,hombre,no.solo
bueno,cuenta.mala,6,pre.bueno,personal,1068,hombre,no.solo
bueno,cuenta.buena,6,pre.malo,profesional,783,hombre,no.solo
bueno,no,27,pre.bueno,personal,3416,hombre,no.solo
bueno,cuenta.buena,15,pre.bueno,personal,1386,mujer,no.solo
malo,cuenta.mala,12,pre.bueno,profesional,1295,mujer,solo
bueno,no,9,pre.bueno,personal,1138,hombre,no.solo
bueno,cuenta.buena,12,pre.bueno,personal,2012,mujer,solo
bueno,cuenta.buena,48,pre.bueno,personal,3578,hombre,no.solo
bueno,cuenta.mala,30,pre.bueno,personal,3017,hombre,no.solo
malo,no,48,pre.bueno,personal,6331,hombre,no.solo
bueno,no,6,pre.bueno,profesional,4716,hombre,no.solo
bueno,cuenta.buena,22,pre.bueno,personal,2675,hombre,no.solo
bueno,cuenta.buena,12,pre.bueno,personal,3565,hombre,no.solo
bueno,cuenta.buena,12,pre.bueno,profesional,1185,mujer,solo
malo,cuenta.buena,12,pre.bueno,personal,1123,mujer,solo
bueno,cuenta.mala,6,pre.bueno,personal,753,mujer,solo
bueno,cuenta.mala,12,pre.bueno,personal,2251,mujer,solo
bueno,cuenta.mala,9,pre.bueno,personal,2030,hombre,no.solo
malo,cuenta.buena,18,pre.bueno,profesional,1530,hombre,no.solo
