CRIM	ZN	INDUS	CHAS	NOX	RM	AGE	DIS	RAD	TAX	PTRATIO	B	LSTAT	MEDV
0.03871	52.5	5.32	0	0.4050	6.209	31.3	73.172	6	293	16.6	396.90	7.14	23.2
0.04590	52.5	5.32	0	0.4050	6.315	45.6	73.172	6	293	16.6	396.90	7.60	22.3
0.04297	52.5	5.32	0	0.4050	6.565	22.9	73.172	6	293	16.6	371.72	9.51	24.8
0.03502	80.0	4.95	0	0.4110	6.861	27.9	51.167	4	245	19.2	396.90	3.33	28.5
0.07886	80.0	4.95	0	0.4110	7.148	27.7	51.167	4	245	19.2	396.90	3.56	37.3
0.03615	80.0	4.95	0	0.4110	6.630	23.4	51.167	4	245	19.2	396.90	4.70	27.9
0.08265	0.0	13.92	0	0.4370	6.127	18.4	55.027	4	289	16.0	396.90	8.58	23.9
0.08199	0.0	13.92	0	0.4370	6.009	42.3	55.027	4	289	16.0	396.90	10.40	21.7
0.12932	0.0	13.92	0	0.4370	6.678	31.1	59.604	4	289	16.0	396.90	6.27	28.6
0.05372	0.0	13.92	0	0.4370	6.549	51.0	59.604	4	289	16.0	392.85	7.39	27.1
0.14103	0.0	13.92	0	0.4370	5.790	58.0	63.200	4	289	16.0	396.90	15.84	20.3
0.06466	70.0	2.24	0	0.4000	6.345	20.1	78.278	5	358	14.8	368.24	4.97	22.5
0.05561	70.0	2.24	0	0.4000	7.041	10.0	78.278	5	358	14.8	371.58	4.74	29.0
0.04417	70.0	2.24	0	0.4000	6.871	47.4	78.278	5	358	14.8	390.86	6.07	24.8
0.03537	34.0	6.09	0	0.4330	6.590	40.4	54.917	7	329	16.1	395.75	9.50	22.0
0.09266	34.0	6.09	0	0.4330	6.495	18.4	54.917	7	329	16.1	383.61	8.67	26.4
0.10000	34.0	6.09	0	0.4330	6.982	17.7	54.917	7	329	16.1	390.43	4.86	33.1
0.05515	33.0	2.18	0	0.4720	7.236	41.1	40.220	7	222	18.4	393.68	6.93	36.1
0.05479	33.0	2.18	0	0.4720	6.616	58.1	33.700	7	222	18.4	393.36	8.93	28.4
0.07503	33.0	2.18	0	0.4720	7.420	71.9	30.992	7	222	18.4	396.90	6.47	33.4
0.04932	33.0	2.18	0	0.4720	6.849	70.3	31.827	7	222	18.4	396.90	7.53	28.2
0.49298	0.0	9.90	0	0.5440	6.635	82.5	33.175	4	304	18.4	396.90	4.54	22.8
0.34940	0.0	9.90	0	0.5440	5.972	76.7	31.025	4	304	18.4	396.24	9.97	20.3
263.548	0.0	9.90	0	0.5440	4.973	37.8	25.194	4	304	18.4	350.45	12.64	16.1
0.79041	0.0	9.90	0	0.5440	6.122	52.8	26.403	4	304	18.4	396.90	5.98	22.1
0.26169	0.0	9.90	0	0.5440	6.023	90.4	28.340	4	304	18.4	396.30	11.72	19.4
0.26938	0.0	9.90	0	0.5440	6.266	82.8	32.628	4	304	18.4	393.39	7.90	21.6
0.36920	0.0	9.90	0	0.5440	6.567	87.3	36.023	4	304	18.4	395.69	9.28	23.8
0.25356	0.0	9.90	0	0.5440	5.705	77.7	39.450	4	304	18.4	396.42	11.50	16.2
0.31827	0.0	9.90	0	0.5440	5.914	83.2	39.986	4	304	18.4	390.70	18.33	17.8
0.24522	0.0	9.90	0	0.5440	5.782	71.7	40.317	4	304	18.4	396.90	15.94	19.8
0.40202	0.0	9.90	0	0.5440	6.382	67.2	35.325	4	304	18.4	395.21	10.36	23.1
0.47547	0.0	9.90	0	0.5440	6.113	58.8	40.019	4	304	18.4	396.23	12.73	21.0
0.16760	0.0	7.38	0	0.4930	6.426	52.3	45.404	5	287	19.6	396.90	7.20	23.8
0.18159	0.0	7.38	0	0.4930	6.376	54.3	45.404	5	287	19.6	396.90	6.87	23.1
0.35114	0.0	7.38	0	0.4930	6.041	49.9	47.211	5	287	19.6	396.90	7.70	20.4
0.28392	0.0	7.38	0	0.4930	5.708	74.3	47.211	5	287	19.6	391.13	11.74	18.5
0.34109	0.0	7.38	0	0.4930	6.415	40.1	47.211	5	287	19.6	396.90	6.12	25.0
0.19186	0.0	7.38	0	0.4930	6.431	14.7	54.159	5	287	19.6	393.68	5.08	24.6
0.30347	0.0	7.38	0	0.4930	6.312	28.9	54.159	5	287	19.6	396.90	6.15	23.0
0.24103	0.0	7.38	0	0.4930	6.083	43.7	54.159	5	287	19.6	396.90	12.79	22.2
0.06617	0.0	3.24	0	0.4600	5.868	25.8	52.146	4	430	16.9	382.44	9.97	19.3
0.06724	0.0	3.24	0	0.4600	6.333	17.2	52.146	4	430	16.9	375.21	7.34	22.6
0.04544	0.0	3.24	0	0.4600	6.144	32.2	58.736	4	430	16.9	368.57	9.09	19.8
0.05023	35.0	6.06	0	0.4379	5.706	28.4	66.407	1	304	16.9	394.02	12.43	17.1
0.03466	35.0	6.06	0	0.4379	6.031	23.3	66.407	1	304	16.9	362.25	7.83	19.4
0.05083	0.0	5.19	0	0.5150	6.316	38.1	64.584	5	224	20.2	389.71	5.68	22.2
0.03738	0.0	5.19	0	0.5150	6.310	38.5	64.584	5	224	20.2	389.40	6.75	20.7
0.03961	0.0	5.19	0	0.5150	6.037	34.5	59.853	5	224	20.2	396.90	8.01	21.1
0.03427	0.0	5.19	0	0.5150	5.869	46.3	52.311	5	224	20.2	396.90	9.80	19.5
0.03041	0.0	5.19	0	0.5150	5.895	59.6	56.150	5	224	20.2	394.81	10.56	18.5
0.03306	0.0	5.19	0	0.5150	6.059	37.3	48.122	5	224	20.2	396.14	8.51	20.6
0.05497	0.0	5.19	0	0.5150	5.985	45.4	48.122	5	224	20.2	396.90	9.74	19.0
0.06151	0.0	5.19	0	0.5150	5.968	58.5	48.122	5	224	20.2	396.90	9.29	18.7
0.01301	35.0	1.52	0	0.4420	7.241	49.3	70.379	1	284	15.5	394.74	5.49	32.7
0.02498	0.0	1.89	0	0.5180	6.540	59.7	62.669	1	422	15.9	389.96	8.65	16.5
0.02543	55.0	3.78	0	0.4840	6.696	56.4	57.321	5	370	17.6	396.90	7.18	23.9
0.03049	55.0	3.78	0	0.4840	6.874	28.1	64.654	5	370	17.6	387.97	4.61	31.2
0.03113	0.0	4.39	0	0.4420	6.014	48.5	80.136	3	352	18.8	385.64	10.53	17.5
0.06162	0.0	4.39	0	0.4420	5.898	52.3	80.136	3	352	18.8	364.61	12.67	17.2
0.01870	85.0	4.15	0	0.4290	6.516	27.7	85.353	4	351	17.9	392.43	6.36	23.1
0.01501	80.0	2.01	0	0.4350	6.635	29.7	83.440	4	280	17.0	390.94	5.99	24.5
0.02899	40.0	1.25	0	0.4290	6.939	34.5	87.921	1	335	19.7	389.85	5.89	26.6
0.06211	40.0	1.25	0	0.4290	6.490	44.4	87.921	1	335	19.7	396.90	5.98	22.9
0.07950	60.0	1.69	0	0.4110	6.579	35.9	107.103	4	411	18.3	370.78	5.49	24.1
0.07244	60.0	1.69	0	0.4110	5.884	18.5	107.103	4	411	18.3	392.33	7.79	18.6
0.01709	90.0	2.02	0	0.4100	6.728	36.1	121.265	5	187	17.0	384.46	4.50	30.1
0.04301	80.0	1.91	0	0.4130	5.663	21.9	105.857	4	334	22.0	382.80	8.05	18.2
0.10659	80.0	1.91	0	0.4130	5.936	19.5	105.857	4	334	22.0	376.04	5.57	20.6
898.296	0.0	18.10	1	0.7700	6.212	97.4	21.222	24	666	20.2	377.73	17.60	17.8
384.970	0.0	18.10	1	0.7700	6.395	91.0	25.052	24	666	20.2	391.34	13.27	21.7
520.177	0.0	18.10	1	0.7700	6.127	83.4	27.227	24	666	20.2	395.43	11.48	22.7
426.131	0.0	18.10	0	0.7700	6.112	81.3	25.091	24	666	20.2	390.74	12.67	22.6
454.192	0.0	18.10	0	0.7700	6.398	88.0	25.182	24	666	20.2	374.56	7.79	25.0
383.684	0.0	18.10	0	0.7700	6.251	91.1	22.955	24	666	20.2	350.65	14.19	19.9
367.822	0.0	18.10	0	0.7700	5.362	96.2	21.036	24	666	20.2	380.79	10.19	20.8
422.239	0.0	18.10	1	0.7700	5.803	89.0	19.047	24	666	20.2	353.04	14.64	16.8
347.428	0.0	18.10	1	0.7180	8.780	82.9	19.047	24	666	20.2	354.55	5.29	21.9
455.587	0.0	18.10	0	0.7180	3.561	87.9	16.132	24	666	20.2	354.70	7.12	27.5
369.695	0.0	18.10	0	0.7180	4.963	91.4	17.523	24	666	20.2	316.03	14.00	21.9
352.220	0.0	18.10	0	0.6310	3.863	100.0	15.106	24	666	20.2	131.42	13.33	23.1
489.822	0.0	18.10	0	0.6310	4.970	100.0	13.325	24	666	20.2	375.52	3.26	50.0
566.998	0.0	18.10	1	0.6310	6.683	96.8	13.567	24	666	20.2	375.33	3.73	50.0
653.876	0.0	18.10	1	0.6310	7.016	97.5	12.024	24	666	20.2	392.05	2.96	50.0
923.230	0.0	18.10	0	0.6310	6.216	100.0	11.691	24	666	20.2	366.15	9.53	50.0
826.725	0.0	18.10	1	0.6680	5.875	89.6	11.296	24	666	20.2	347.88	8.88	50.0
110.810	0.0	18.10	0	0.6680	4.906	100.0	11.742	24	666	20.2	396.90	34.77	13.8
849.820	0.0	18.10	0	0.6680	4.138	100.0	11.370	24	666	20.2	396.90	37.97	13.8
960.910	0.0	18.10	0	0.6710	7.313	97.9	13.163	24	666	20.2	396.90	13.44	15.0
528.800	0.0	18.10	0	0.6710	6.649	93.3	13.449	24	666	20.2	363.02	23.24	13.9
982.349	0.0	18.10	0	0.6710	6.794	98.8	13.580	24	666	20.2	396.90	21.24	13.3
364.820	0.0	18.10	0	0.6710	6.380	96.2	13.861	24	666	20.2	396.90	23.69	13.1
786.670	0.0	18.10	0	0.6710	6.223	100.0	13.861	24	666	20.2	393.74	21.78	10.2
897.620	0.0	18.10	0	0.6710	6.968	91.9	14.165	24	666	20.2	396.90	17.21	10.4
587.440	0.0	18.10	0	0.6710	6.545	99.1	15.192	24	666	20.2	396.90	21.08	10.9
918.702	0.0	18.10	0	0.7000	5.536	100.0	15.804	24	666	20.2	396.90	23.60	11.3
799.248	0.0	18.10	0	0.7000	5.520	100.0	15.331	24	666	20.2	396.90	24.56	12.3
0.08490	0.0	18.10	0	0.7000	4.368	91.2	14.395	24	666	20.2	285.83	30.63	8.8
681.180	0.0	18.10	0	0.7000	5.277	98.1	14.261	24	666	20.2	396.90	30.81	7.2
439.380	0.0	18.10	0	0.7000	4.652	100.0	14.672	24	666	20.2	396.90	28.28	10.5
259.710	0.0	18.10	0	0.7000	5.000	89.5	15.184	24	666	20.2	396.90	31.99	7.4
433.370	0.0	18.10	0	0.7000	4.880	100.0	15.895	24	666	20.2	372.92	30.62	10.2
815.174	0.0	18.10	0	0.7000	5.390	98.9	17.281	24	666	20.2	396.90	20.85	11.5
696.215	0.0	18.10	0	0.7000	5.713	97.0	19.265	24	666	20.2	394.43	17.11	15.1
529.305	0.0	18.10	0	0.7000	6.051	82.5	21.678	24	666	20.2	378.38	18.76	23.2
157.790	0.0	18.10	0	0.7000	5.036	97.0	17.700	24	666	20.2	396.90	25.68	9.7
864.476	0.0	18.10	0	0.6930	6.193	92.6	17.912	24	666	20.2	396.90	15.17	13.8
335.980	0.0	18.10	0	0.6930	5.887	94.7	17.821	24	666	20.2	396.90	16.35	12.7
871.675	0.0	18.10	0	0.6930	6.471	98.8	17.257	24	666	20.2	391.98	17.12	13.1
587.205	0.0	18.10	0	0.6930	6.405	96.0	16.768	24	666	20.2	396.90	19.37	12.5
767.202	0.0	18.10	0	0.6930	5.747	98.9	16.334	24	666	20.2	393.10	19.92	8.5
835.180	0.0	18.10	0	0.6930	5.453	100.0	14.896	24	666	20.2	396.90	30.59	5.0
991.655	0.0	18.10	0	0.6930	5.852	77.8	15.004	24	666	20.2	338.16	29.97	6.3
504.610	0.0	18.10	0	0.6930	5.987	100.0	15.888	24	666	20.2	396.90	26.77	5.6
423.620	0.0	18.10	0	0.6930	6.343	100.0	15.741	24	666	20.2	396.90	20.32	7.2
959.571	0.0	18.10	0	0.6930	6.404	100.0	16.390	24	666	20.2	376.11	20.31	12.1
480.170	0.0	18.10	0	0.6930	5.349	96.0	17.028	24	666	20.2	396.90	19.77	8.3
152.920	0.0	18.10	0	0.6930	5.531	85.4	16.074	24	666	20.2	329.46	27.38	8.5
792.080	0.0	18.10	0	0.6930	5.683	100.0	14.254	24	666	20.2	384.97	22.98	5.0
0.71620	0.0	18.10	0	0.6590	4.138	100.0	11.781	24	666	20.2	370.22	23.34	11.9
195.110	0.0	18.10	0	0.6590	5.608	100.0	12.852	24	666	20.2	332.09	12.13	27.9
740.389	0.0	18.10	0	0.5970	5.617	97.9	14.547	24	666	20.2	314.64	26.40	17.2
443.830	0.0	18.10	0	0.5970	6.852	100.0	14.655	24	666	20.2	179.36	19.78	27.5
113.580	0.0	18.10	0	0.5970	5.757	100.0	14.130	24	666	20.2	2.60	10.11	15.0
405.070	0.0	18.10	0	0.5970	6.657	100.0	15.275	24	666	20.2	35.05	21.22	17.2
881.100	0.0	18.10	0	0.5970	4.628	100.0	15.539	24	666	20.2	28.79	34.37	17.9
865.580	0.0	18.10	0	0.5970	5.155	100.0	15.894	24	666	20.2	210.97	20.08	16.3
574.610	0.0	18.10	0	0.6930	4.519	100.0	16.582	24	666	20.2	88.27	36.98	7.0
808.460	0.0	18.10	0	0.6790	6.434	100.0	18.347	24	666	20.2	27.25	29.05	7.2
0.83420	0.0	18.10	0	0.6790	6.782	90.8	18.195	24	666	20.2	21.57	25.79	7.5
594.060	0.0	18.10	0	0.6790	5.304	89.1	16.475	24	666	20.2	127.36	26.64	10.4
353.410	0.0	18.10	0	0.6790	5.957	100.0	18.026	24	666	20.2	16.45	20.62	8.8
181.230	0.0	18.10	0	0.7180	6.824	76.5	17.940	24	666	20.2	48.45	22.74	8.4
108.740	0.0	18.10	0	0.7180	6.411	100.0	18.589	24	666	20.2	318.75	15.02	16.7
702.259	0.0	18.10	0	0.7180	6.006	95.3	18.746	24	666	20.2	319.98	15.70	14.2
204.820	0.0	18.10	0	0.6140	5.648	87.6	19.512	24	666	20.2	291.55	14.10	20.8
705.042	0.0	18.10	0	0.6140	6.103	85.1	20.218	24	666	20.2	2.52	23.29	13.4
879.212	0.0	18.10	0	0.5840	5.565	70.6	20.635	24	666	20.2	3.65	17.16	11.7
586.030	0.0	18.10	0	0.6790	5.896	95.4	19.096	24	666	20.2	7.68	24.39	8.3
224.720	0.0	18.10	0	0.5840	5.837	59.7	19.976	24	666	20.2	24.65	15.69	10.2
766.190	0.0	18.10	0	0.6790	6.202	78.7	18.629	24	666	20.2	18.82	14.52	10.9
736.711	0.0	18.10	0	0.6790	6.193	78.1	19.356	24	666	20.2	96.73	21.52	11.0
933.889	0.0	18.10	0	0.6790	6.380	95.6	19.682	24	666	20.2	60.72	24.08	9.5
849.213	0.0	18.10	0	0.5840	6.348	86.1	20.527	24	666	20.2	83.45	17.64	14.5
0.06230	0.0	18.10	0	0.5840	6.833	94.3	20.882	24	666	20.2	81.33	19.69	14.1
644.405	0.0	18.10	0	0.5840	6.425	74.8	22.004	24	666	20.2	97.95	12.03	16.1
558.107	0.0	18.10	0	0.7130	6.436	87.9	23.158	24	666	20.2	100.19	16.22	14.3
391.340	0.0	18.10	0	0.7130	6.208	95.0	22.222	24	666	20.2	100.63	15.17	11.7
116.040	0.0	18.10	0	0.7400	6.629	94.6	21.247	24	666	20.2	109.85	23.27	13.4
442.080	0.0	18.10	0	0.7400	6.461	93.3	20.026	24	666	20.2	27.49	18.05	9.6
517.720	0.0	18.10	0	0.7400	6.152	100.0	19.142	24	666	20.2	9.32	26.45	8.7
367.810	0.0	18.10	0	0.7400	5.935	87.9	18.206	24	666	20.2	68.95	34.02	8.4
939.063	0.0	18.10	0	0.7400	5.627	93.9	18.172	24	666	20.2	396.90	22.88	12.8
205.110	0.0	18.10	0	0.7400	5.818	92.4	18.662	24	666	20.2	391.45	22.11	10.5
972.418	0.0	18.10	0	0.7400	6.406	97.2	20.651	24	666	20.2	385.96	19.52	17.1
566.637	0.0	18.10	0	0.7400	6.219	100.0	20.048	24	666	20.2	395.69	16.59	18.4
996.654	0.0	18.10	0	0.7400	6.485	100.0	19.784	24	666	20.2	386.73	18.85	15.4
280.230	0.0	18.10	0	0.7400	5.854	96.6	18.956	24	666	20.2	240.52	23.79	10.8
0.67180	0.0	18.10	0	0.7400	6.459	94.8	19.879	24	666	20.2	43.06	23.98	11.8
628.807	0.0	18.10	0	0.7400	6.341	96.4	20.720	24	666	20.2	318.01	17.79	14.9
992.485	0.0	18.10	0	0.7400	6.251	96.6	21.980	24	666	20.2	388.52	16.44	12.6
932.909	0.0	18.10	0	0.7130	6.185	98.7	22.616	24	666	20.2	396.90	18.13	14.1
752.601	0.0	18.10	0	0.7130	6.417	98.3	21.850	24	666	20.2	304.21	19.31	13.0
671.772	0.0	18.10	0	0.7130	6.749	92.6	23.236	24	666	20.2	0.32	17.44	13.4
544.114	0.0	18.10	0	0.7130	6.655	98.2	23.552	24	666	20.2	355.29	17.73	15.2
509.017	0.0	18.10	0	0.7130	6.297	91.8	23.682	24	666	20.2	385.09	17.27	16.1
824.809	0.0	18.10	0	0.7130	7.393	99.3	24.527	24	666	20.2	375.87	16.74	17.8
951.363	0.0	18.10	0	0.7130	6.728	94.1	24.961	24	666	20.2	6.68	18.71	14.9
475.237	0.0	18.10	0	0.7130	6.525	86.5	24.358	24	666	20.2	50.92	18.13	14.1
466.883	0.0	18.10	0	0.7130	5.976	87.9	25.806	24	666	20.2	10.48	19.01	12.7
820.058	0.0	18.10	0	0.7130	5.936	80.3	27.792	24	666	20.2	3.50	16.94	13.5
775.223	0.0	18.10	0	0.7130	6.301	83.7	27.831	24	666	20.2	272.21	16.23	14.9
680.117	0.0	18.10	0	0.7130	6.081	84.4	27.175	24	666	20.2	396.90	14.70	20.0
481.213	0.0	18.10	0	0.7130	6.701	90.0	25.975	24	666	20.2	255.23	16.42	16.4
369.311	0.0	18.10	0	0.7130	6.376	88.4	25.671	24	666	20.2	391.43	14.65	17.7
665.492	0.0	18.10	0	0.7130	6.317	83.0	27.344	24	666	20.2	396.90	13.99	19.5
582.115	0.0	18.10	0	0.7130	6.513	89.9	28.016	24	666	20.2	393.82	10.29	20.2
783.932	0.0	18.10	0	0.6550	6.209	65.4	29.634	24	666	20.2	396.90	13.22	21.4
316.360	0.0	18.10	0	0.6550	5.759	48.2	30.665	24	666	20.2	334.40	14.13	19.9
377.498	0.0	18.10	0	0.6550	5.952	84.7	28.715	24	666	20.2	22.01	17.15	19.0
442.228	0.0	18.10	0	0.5840	6.003	94.5	25.403	24	666	20.2	331.29	21.32	19.1
557.570	0.0	18.10	0	0.5800	5.926	71.0	29.084	24	666	20.2	368.74	18.13	19.1
307.510	0.0	18.10	0	0.5800	5.713	56.7	28.237	24	666	20.2	396.90	14.76	20.1
434.879	0.0	18.10	0	0.5800	6.167	84.0	30.334	24	666	20.2	396.90	16.29	19.9
403.841	0.0	18.10	0	0.5320	6.229	90.7	30.993	24	666	20.2	395.33	12.87	19.6
356.868	0.0	18.10	0	0.5800	6.437	75.0	28.965	24	666	20.2	393.37	14.36	23.2
464.689	0.0	18.10	0	0.6140	6.980	67.6	25.329	24	666	20.2	374.68	11.66	29.8
805.579	0.0	18.10	0	0.5840	5.427	95.4	24.298	24	666	20.2	352.58	18.14	13.8
639.312	0.0	18.10	0	0.5840	6.162	97.4	22.060	24	666	20.2	302.76	24.10	13.3
487.141	0.0	18.10	0	0.6140	6.484	93.6	23.053	24	666	20.2	396.21	18.68	16.7
502.340	0.0	18.10	0	0.6140	5.304	97.3	21.007	24	666	20.2	349.48	24.91	12.0
0.23300	0.0	18.10	0	0.6140	6.185	96.7	21.705	24	666	20.2	379.70	18.03	14.6
433.370	0.0	18.10	0	0.6140	6.229	88.0	19.512	24	666	20.2	383.32	13.11	21.4
582.401	0.0	18.10	0	0.5320	6.242	64.7	34.242	24	666	20.2	396.90	10.74	23.0
570.818	0.0	18.10	0	0.5320	6.750	74.9	33.317	24	666	20.2	393.07	7.74	23.7
573.116	0.0	18.10	0	0.5320	7.061	77.0	34.106	24	666	20.2	395.28	7.01	25.0
281.838	0.0	18.10	0	0.5320	5.762	40.3	40.983	24	666	20.2	392.92	10.42	21.8
237.857	0.0	18.10	0	0.5830	5.871	41.9	37.240	24	666	20.2	370.73	13.34	20.6
367.367	0.0	18.10	0	0.5830	6.312	51.9	39.917	24	666	20.2	388.62	10.58	21.2
569.175	0.0	18.10	0	0.5830	6.114	79.8	35.459	24	666	20.2	392.68	14.98	19.1
483.567	0.0	18.10	0	0.5830	5.905	53.2	31.523	24	666	20.2	388.22	11.45	20.6
0.15086	0.0	27.74	0	0.6090	5.454	92.7	18.209	4	711	20.1	395.09	18.06	15.2
0.18337	0.0	27.74	0	0.6090	5.414	98.3	17.554	4	711	20.1	344.05	23.97	7.0
0.20746	0.0	27.74	0	0.6090	5.093	98.0	18.226	4	711	20.1	318.43	29.68	8.1
0.10574	0.0	27.74	0	0.6090	5.983	98.8	18.681	4	711	20.1	390.11	18.07	13.6
0.11132	0.0	27.74	0	0.6090	5.983	83.5	21.099	4	711	20.1	396.90	13.35	20.1
0.17331	0.0	9.69	0	0.5850	5.707	54.0	23.817	6	391	19.2	396.90	12.01	21.8
0.27957	0.0	9.69	0	0.5850	5.926	42.6	23.817	6	391	19.2	396.90	13.59	24.5
0.17899	0.0	9.69	0	0.5850	5.670	28.8	27.986	6	391	19.2	393.29	17.60	23.1
0.28960	0.0	9.69	0	0.5850	5.390	72.9	27.986	6	391	19.2	396.90	21.14	19.7
0.26838	0.0	9.69	0	0.5850	5.794	70.6	28.927	6	391	19.2	396.90	14.10	18.3
0.23912	0.0	9.69	0	0.5850	6.019	65.3	24.091	6	391	19.2	396.90	12.92	21.2
